Classname,game_id,SetupID,MutantID,turn,attempt,submission
CaseInsensitiveString,639,setup_296,48210,15,3,2
CaseInsensitiveString,639,setup_296,48533,16,1,1
CaseInsensitiveString,639,setup_296,49155,18,3,4
CaseInsensitiveString,639,setup_296,49439,19,1,2
CaseInsensitiveString,640,setup_297,44883,2,1,5
CaseInsensitiveString,640,setup_297,44943,3,1,1
CaseInsensitiveString,640,setup_297,47439,11,2,3
CaseInsensitiveString,640,setup_297,47578,12,3,1
CaseInsensitiveString,640,setup_297,47717,13,1,1
CaseInsensitiveString,640,setup_297,47955,14,1,1
CaseInsensitiveString,640,setup_297,44637,1,1,1
CaseInsensitiveString,640,setup_297,45050,4,1,2
CaseInsensitiveString,640,setup_297,46288,7,3,1
CaseInsensitiveString,640,setup_297,46490,8,1,1
CaseInsensitiveString,640,setup_297,46772,9,2,1
CaseInsensitiveString,640,setup_297,47070,10,1,5
CaseInsensitiveString,640,setup_297,48093,15,1,1
CaseInsensitiveString,640,setup_297,48342,16,1,1
CaseInsensitiveString,640,setup_297,48725,18,2,1
CaseInsensitiveString,640,setup_297,49193,20,3,1
CaseInsensitiveString,641,setup_300,44964,1,1,1
CaseInsensitiveString,641,setup_300,45079,2,1,1
CaseInsensitiveString,641,setup_300,45182,3,1,1
CaseInsensitiveString,641,setup_300,45345,4,1,1
CaseInsensitiveString,641,setup_300,45993,9,3,1
CaseInsensitiveString,641,setup_300,46155,10,2,1
CaseInsensitiveString,641,setup_300,46576,13,1,1
CaseInsensitiveString,641,setup_300,46880,15,2,1
CaseInsensitiveString,642,setup_301,44962,1,1,1
CaseInsensitiveString,642,setup_301,45072,2,1,1
CaseInsensitiveString,642,setup_301,45373,3,1,1
CaseInsensitiveString,642,setup_301,45629,4,1,1
CaseInsensitiveString,642,setup_301,46072,7,1,1
CaseInsensitiveString,642,setup_301,47089,12,2,1
CaseInsensitiveString,642,setup_301,47936,17,2,1
CaseInsensitiveString,642,setup_301,48251,18,1,1
CaseInsensitiveString,643,setup_303,45100,1,1,1
CaseInsensitiveString,643,setup_303,45142,2,1,1
CaseInsensitiveString,643,setup_303,45728,7,2,1
CaseInsensitiveString,643,setup_303,46210,10,2,1
CaseInsensitiveString,643,setup_303,46555,11,3,1
CaseInsensitiveString,643,setup_303,46897,12,3,1
CaseInsensitiveString,643,setup_303,47536,16,1,1
CaseInsensitiveString,644,setup_306,45271,1,1,1
CaseInsensitiveString,644,setup_306,45425,2,1,1
CaseInsensitiveString,644,setup_306,45654,3,1,1
CaseInsensitiveString,644,setup_306,45748,4,1,1
CaseInsensitiveString,644,setup_306,45940,5,2,1
CaseInsensitiveString,644,setup_306,46193,6,1,1
CaseInsensitiveString,644,setup_306,46533,7,2,2
CaseInsensitiveString,644,setup_306,46829,8,2,1
CaseInsensitiveString,644,setup_306,47203,10,1,2
CaseInsensitiveString,644,setup_306,47342,11,1,1
CaseInsensitiveString,644,setup_306,47541,12,1,1
CaseInsensitiveString,644,setup_306,47816,13,3,4
CaseInsensitiveString,644,setup_306,48151,14,2,1
CaseInsensitiveString,644,setup_306,48506,15,2,2
CaseInsensitiveString,644,setup_306,49060,16,3,2
CaseInsensitiveString,644,setup_306,49297,17,2,1
CaseInsensitiveString,644,setup_306,49577,18,2,1
CaseInsensitiveString,644,setup_306,49859,19,1,2
CaseInsensitiveString,644,setup_306,50234,20,2,1
CaseInsensitiveString,645,setup_307,50096,17,1,1
CaseInsensitiveString,645,setup_307,50810,19,1,1
CaseInsensitiveString,645,setup_307,45289,1,1,1
CaseInsensitiveString,645,setup_307,45535,2,1,1
CaseInsensitiveString,645,setup_307,45692,3,1,1
CaseInsensitiveString,645,setup_307,45722,4,1,1
CaseInsensitiveString,645,setup_307,46047,5,1,1
CaseInsensitiveString,645,setup_307,46337,6,1,1
CaseInsensitiveString,645,setup_307,46723,7,1,1
CaseInsensitiveString,645,setup_307,47132,8,1,1
CaseInsensitiveString,645,setup_307,47477,9,1,1
CaseInsensitiveString,645,setup_307,47761,10,1,1
CaseInsensitiveString,645,setup_307,47961,11,1,1
CaseInsensitiveString,645,setup_307,48229,12,1,1
CaseInsensitiveString,645,setup_307,48636,13,1,3
CaseInsensitiveString,645,setup_307,49000,14,1,2
CaseInsensitiveString,645,setup_307,49330,15,1,1
CaseInsensitiveString,645,setup_307,49701,16,1,1
CaseInsensitiveString,645,setup_307,50554,18,1,1
CaseInsensitiveString,645,setup_307,51059,20,1,1
Document,646,setup_324,45489,1,1,2
Document,646,setup_324,45645,2,1,1
Document,646,setup_324,45809,3,1,2
Document,646,setup_324,45983,4,1,1
Document,646,setup_324,46324,5,1,4
Document,646,setup_324,46570,6,1,3
Document,646,setup_324,46742,7,1,1
Document,646,setup_324,47044,8,1,1
Document,646,setup_324,47278,9,1,2
Document,646,setup_324,47493,10,1,1
Document,646,setup_324,47681,11,1,1
Document,646,setup_324,47965,12,1,1
Document,646,setup_324,48090,13,1,1
Document,646,setup_324,48328,14,1,1
Document,646,setup_324,48612,15,2,1
Document,646,setup_324,48827,16,1,2
Document,646,setup_324,48972,17,1,1
Document,646,setup_324,49233,18,1,1
Document,646,setup_324,49495,19,1,2
Document,646,setup_324,49754,20,1,1
Document,647,setup_325,45732,1,1,1
Document,647,setup_325,45948,2,1,1
Document,647,setup_325,46165,3,1,1
Document,647,setup_325,46397,4,1,1
Document,647,setup_325,46673,5,1,2
Document,647,setup_325,46925,6,1,1
Document,647,setup_325,47168,7,1,1
Document,647,setup_325,47652,8,1,4
Document,647,setup_325,47904,9,1,1
Document,647,setup_325,48173,10,1,2
Document,647,setup_325,48519,11,1,2
Document,647,setup_325,48773,12,1,2
Document,647,setup_325,49018,13,1,1
Document,647,setup_325,49308,14,1,2
Document,647,setup_325,49604,15,1,1
Document,647,setup_325,49908,16,1,2
Document,647,setup_325,50148,17,1,1
Document,647,setup_325,50416,18,2,1
Document,647,setup_325,50785,20,1,1
Document,648,setup_326,45757,1,1,1
Document,648,setup_326,46011,2,2,1
Document,648,setup_326,46214,3,1,1
Document,648,setup_326,46413,4,1,1
Document,648,setup_326,46619,5,1,1
Document,648,setup_326,46792,6,1,1
Document,648,setup_326,47014,7,1,1
Document,648,setup_326,47220,8,1,1
Document,648,setup_326,47417,9,1,1
Document,648,setup_326,47633,10,1,1
Document,648,setup_326,47820,11,1,1
Document,648,setup_326,48191,12,1,3
Document,648,setup_326,48454,13,1,1
Document,648,setup_326,48708,14,1,1
Document,648,setup_326,48887,15,1,1
Document,648,setup_326,49160,16,1,2
Document,648,setup_326,49419,17,1,1
Document,648,setup_326,49629,18,1,1
Document,648,setup_326,49836,19,1,1
Document,648,setup_326,50077,20,1,1
Document,649,setup_327,46230,1,1,1
Document,649,setup_327,46449,2,2,1
Document,649,setup_327,46637,3,1,1
Document,649,setup_327,46812,4,1,1
Document,649,setup_327,46963,5,1,1
Document,649,setup_327,47105,6,1,1
Document,649,setup_327,47326,7,1,1
Document,649,setup_327,47614,8,1,4
Document,649,setup_327,47851,9,2,1
Document,649,setup_327,48134,10,1,2
Document,649,setup_327,48356,11,1,1
Document,649,setup_327,48674,12,1,1
Document,649,setup_327,48904,13,1,2
Document,649,setup_327,49109,14,1,1
Document,649,setup_327,49368,15,1,2
Document,649,setup_327,49588,16,1,1
Document,649,setup_327,49925,17,1,2
Document,649,setup_327,50165,18,1,2
Document,649,setup_327,50448,19,2,1
Document,649,setup_327,50722,20,2,1
Document,650,setup_330,46444,1,1,1
Document,650,setup_330,46653,3,1,1
Document,650,setup_330,46920,4,2,1
Document,650,setup_330,47079,5,1,1
Document,651,setup_331,46588,1,1,1
Document,651,setup_331,46982,4,1,1
Document,652,setup_332,46868,1,1,1
Document,652,setup_332,47224,3,2,1
Document,652,setup_332,48558,15,2,1
Document,653,setup_333,47368,1,1,1
Document,653,setup_333,47570,3,1,1
Document,653,setup_333,48016,6,2,1
Document,654,setup_336,47384,1,1,1
Document,654,setup_336,47526,2,1,1
Document,654,setup_336,47611,3,1,1
Document,654,setup_336,47988,4,2,1
Document,654,setup_336,48077,5,1,1
Document,654,setup_336,48484,6,2,1
Document,654,setup_336,48791,8,3,1
Document,654,setup_336,48883,9,1,1
Document,654,setup_336,49219,10,2,1
Document,654,setup_336,49324,11,1,1
Document,654,setup_336,49557,12,2,1
Document,654,setup_336,49742,13,1,1
Document,654,setup_336,49831,14,2,1
Document,654,setup_336,50226,16,2,1
Document,654,setup_336,50502,17,2,1
Document,654,setup_336,50706,18,1,1
Document,654,setup_336,50892,19,2,1
Document,654,setup_336,51051,20,2,1
Document,655,setup_337,47780,1,1,1
Document,655,setup_337,48032,2,1,1
Document,655,setup_337,48267,3,1,1
Document,655,setup_337,48745,5,1,2
Document,655,setup_337,48979,6,1,1
Document,655,setup_337,49276,7,2,1
Document,655,setup_337,49664,8,3,1
Document,655,setup_337,49883,9,1,1
Document,655,setup_337,50021,10,1,1
Document,655,setup_337,50244,11,1,1
Document,655,setup_337,50467,12,1,1
Document,655,setup_337,50746,13,1,1
Document,655,setup_337,50990,14,2,1
Document,655,setup_337,51192,15,2,1
Document,655,setup_337,51440,17,1,1
Document,655,setup_337,51586,18,1,1
Document,655,setup_337,51826,20,1,1
Document,656,setup_342,47723,1,1,1
Document,656,setup_342,47839,2,1,1
Document,656,setup_342,48011,3,2,1
Document,656,setup_342,48284,5,2,1
Document,656,setup_342,48795,9,1,1
Document,657,setup_343,47888,1,1,1
Document,657,setup_343,47985,2,1,1
Document,657,setup_343,48059,3,3,1
Document,657,setup_343,48312,4,2,1
Document,657,setup_343,48692,6,3,1
Document,657,setup_343,49036,7,3,1
Document,657,setup_343,49646,11,2,1
Document,657,setup_343,49942,12,2,1
Document,657,setup_343,50291,14,1,1
Rational,658,setup_36,48399,1,1,2
Rational,658,setup_36,48579,2,1,3
Rational,658,setup_36,48732,3,1,2
Rational,658,setup_36,48879,4,2,1
Rational,658,setup_36,48995,5,1,1
Rational,658,setup_36,49202,6,1,1
Rational,658,setup_36,49547,8,1,2
Rational,658,setup_36,49787,9,3,2
Rational,658,setup_36,49980,10,2,1
Rational,658,setup_36,50127,11,1,1
Rational,658,setup_36,50520,13,2,2
Rational,658,setup_36,50826,15,1,1
Rational,658,setup_36,51140,17,1,1
Rational,658,setup_36,51246,18,2,1
Rational,658,setup_36,51388,19,1,2
Rational,658,setup_36,51458,20,1,3
Rational,659,setup_37,48584,1,1,1
Rational,659,setup_37,48841,2,1,1
Rational,659,setup_37,48950,3,1,1
Rational,659,setup_37,49016,4,1,1
Rational,659,setup_37,49251,5,2,1
Rational,659,setup_37,49685,6,2,1
Rational,659,setup_37,50241,9,1,1
Rational,659,setup_37,50403,10,1,1
Rational,659,setup_37,50902,12,3,1
Rational,659,setup_37,51048,14,2,1
Rational,659,setup_37,51295,15,1,1
Rational,659,setup_37,51545,17,1,1
Rational,659,setup_37,51736,18,3,2
Rational,659,setup_37,51952,19,3,2
Rational,659,setup_37,51992,20,2,1
Rational,660,setup_38,48653,1,1,2
Rational,660,setup_38,48729,2,1,1
Rational,660,setup_38,49087,3,3,1
Rational,660,setup_38,49261,4,1,1
Rational,660,setup_38,49384,5,1,1
Rational,660,setup_38,49490,6,1,1
Rational,660,setup_38,49811,8,1,2
Rational,660,setup_38,50278,10,2,1
Rational,660,setup_38,50432,11,1,1
Rational,660,setup_38,50698,13,1,1
Rational,660,setup_38,50845,14,2,1
Rational,660,setup_38,50919,15,2,1
Rational,660,setup_38,51040,16,1,2
Rational,660,setup_38,51187,17,3,2
Rational,660,setup_38,51402,19,2,1
Rational,661,setup_39,48764,1,1,1
Rational,661,setup_39,48962,2,1,2
Rational,661,setup_39,49103,3,1,1
Rational,661,setup_39,49391,4,3,1
Rational,661,setup_39,49525,5,3,1
Rational,661,setup_39,49624,6,1,2
Rational,661,setup_39,49905,8,3,1
Rational,661,setup_39,50641,14,1,1
Rational,661,setup_39,51076,17,2,1
Rational,661,setup_39,51180,18,2,1
Rational,661,setup_39,51311,20,1,1
Rational,662,setup_42,48768,1,1,1
Rational,662,setup_42,49822,12,2,1
Rational,663,setup_43,49530,1,1,1
Rational,664,setup_44,49292,1,1,1
Rational,664,setup_44,50647,15,2,1
Rational,665,setup_45,49566,1,1,1
Rational,665,setup_45,50038,5,3,1
Rational,666,setup_48,49791,1,1,1
Rational,666,setup_48,50023,2,1,1
Rational,666,setup_48,50136,3,1,1
Rational,666,setup_48,50311,4,2,1
Rational,666,setup_48,50364,5,1,1
Rational,666,setup_48,50573,6,1,1
Rational,666,setup_48,50781,8,1,1
Rational,666,setup_48,50867,9,1,1
Rational,666,setup_48,51158,11,3,1
Rational,666,setup_48,51252,12,2,1
Rational,666,setup_48,51577,15,3,1
Rational,666,setup_48,51865,18,2,1
Rational,667,setup_49,50188,1,1,1
Rational,667,setup_49,50307,2,1,1
Rational,667,setup_49,50653,3,2,1
Rational,667,setup_49,50936,4,1,1
Rational,667,setup_49,51223,5,2,1
Rational,667,setup_49,51258,6,1,1
Rational,667,setup_49,51462,7,1,1
Rational,667,setup_49,51618,8,2,1
Rational,667,setup_49,51848,9,1,1
Rational,667,setup_49,51932,10,1,1
Rational,667,setup_49,52082,11,2,1
Rational,667,setup_49,52117,12,2,1
Rational,667,setup_49,52134,13,1,1
Rational,667,setup_49,52189,14,1,1
Rational,667,setup_49,52327,15,1,1
Rational,667,setup_49,52412,16,1,1
Rational,667,setup_49,52492,17,2,1
Rational,667,setup_49,52545,18,1,1
Rational,667,setup_49,52643,19,2,1
Rational,667,setup_49,52762,20,1,1
Rational,668,setup_54,50115,1,1,1
Rational,668,setup_54,50316,2,1,1
Rational,668,setup_54,50373,3,1,1
Rational,668,setup_54,50588,4,1,1
Rational,668,setup_54,50765,5,1,1
Rational,668,setup_54,50834,6,1,1
Rational,668,setup_54,50955,7,1,1
Rational,668,setup_54,51029,8,1,1
Rational,668,setup_54,51161,9,2,1
Rational,668,setup_54,51279,10,1,1
Rational,668,setup_54,51421,11,1,1
Rational,668,setup_54,51563,12,3,1
Rational,668,setup_54,51602,13,1,1
Rational,668,setup_54,51717,14,1,1
Rational,668,setup_54,51815,15,1,1
Rational,668,setup_54,51881,16,1,1
Rational,668,setup_54,51968,17,1,1
Rational,668,setup_54,52027,18,1,1
Rational,668,setup_54,52071,19,1,1
Rational,668,setup_54,52137,20,2,1
Rational,669,setup_55,50348,1,1,1
Rational,669,setup_55,50679,2,1,1
Rational,669,setup_55,50738,3,1,1
Rational,669,setup_55,50964,4,1,1
Rational,669,setup_55,51124,5,1,1
Rational,669,setup_55,51318,6,1,1
Rational,669,setup_55,51529,7,1,1
Rational,669,setup_55,51634,8,1,1
Rational,669,setup_55,51784,9,1,1
Rational,669,setup_55,51896,10,1,1
Rational,669,setup_55,51996,11,1,1
Rational,669,setup_55,52098,12,1,1
Rational,669,setup_55,52153,13,1,1
Rational,669,setup_55,52169,14,1,1
Rational,669,setup_55,52250,15,1,1
Rational,669,setup_55,52358,16,1,1
Rational,669,setup_55,52444,17,2,1
Rational,669,setup_55,52501,18,2,1
Rational,669,setup_55,52529,19,1,1
Rational,669,setup_55,52626,20,2,1
Option,679,setup_93,52296,8,1,1
Option,679,setup_93,52826,16,1,1
Option,679,setup_93,53005,19,1,1
Option,679,setup_93,53095,20,2,1
Option,679,setup_93,51371,1,1,1
Option,679,setup_93,51582,2,1,1
Option,679,setup_93,51752,3,1,1
Option,679,setup_93,52390,9,1,1
Option,679,setup_93,52410,10,1,1
Option,679,setup_93,51912,4,1,1
Option,679,setup_93,52039,5,1,1
Option,679,setup_93,52875,17,1,1
Option,679,setup_93,52982,18,1,1
Option,679,setup_93,52114,6,1,1
Option,679,setup_93,52173,7,1,1
Option,679,setup_93,52525,12,1,1
Option,679,setup_93,52674,14,1,1
Option,679,setup_93,52476,11,1,1
Option,679,setup_93,52594,13,2,1
Option,679,setup_93,52778,15,1,1
CaseInsensitiveString,689,setup_291,53154,1,1,1
CaseInsensitiveString,689,setup_291,53160,2,1,1
CaseInsensitiveString,689,setup_291,53204,5,1,1
CaseInsensitiveString,689,setup_291,53190,3,1,1
CaseInsensitiveString,689,setup_291,53197,4,1,1
CaseInsensitiveString,689,setup_291,53230,6,3,1
CaseInsensitiveString,689,setup_291,53240,7,1,1
CaseInsensitiveString,689,setup_291,53284,8,2,1
CaseInsensitiveString,689,setup_291,53374,9,2,1
CaseInsensitiveString,689,setup_291,53380,10,1,1
CaseInsensitiveString,689,setup_291,53448,11,2,1
CaseInsensitiveString,689,setup_291,53483,12,1,1
CaseInsensitiveString,689,setup_291,53490,13,1,1
CaseInsensitiveString,689,setup_291,53511,14,2,1
CaseInsensitiveString,689,setup_291,53515,15,1,1
CaseInsensitiveString,689,setup_291,53583,16,3,2
CaseInsensitiveString,689,setup_291,53607,17,1,1
CaseInsensitiveString,689,setup_291,53636,19,3,1
ByteVector,697,setup_216,54602,1,1,1
ByteVector,697,setup_216,54625,2,1,1
ByteVector,697,setup_216,54646,3,1,1
ByteVector,697,setup_216,54659,4,1,1
ByteVector,697,setup_216,54682,5,1,1
ByteVector,697,setup_216,54714,7,2,1
ByteVector,697,setup_216,54742,8,2,1
ByteVector,697,setup_216,54759,9,1,2
ByteVector,697,setup_216,54774,10,2,1
ByteVector,697,setup_216,54793,11,1,1
ByteVector,697,setup_216,54820,12,2,1
ByteVector,697,setup_216,54842,13,1,1
ByteVector,697,setup_216,54859,14,1,1
ByteVector,697,setup_216,54883,15,1,4
ByteVector,697,setup_216,54920,18,2,1
ByteVector,712,setup_217,56051,1,1,1
ByteVector,712,setup_217,56059,2,1,1
ByteVector,712,setup_217,56081,3,1,1
ByteVector,712,setup_217,56085,4,1,1
ByteVector,712,setup_217,56089,5,1,1
ByteVector,712,setup_217,56109,6,1,1
ByteVector,712,setup_217,56129,7,1,1
ByteVector,712,setup_217,56162,8,1,1
ByteVector,712,setup_217,56178,9,1,1
ByteVector,712,setup_217,56181,10,2,1
ByteVector,712,setup_217,56201,11,1,1
ByteVector,712,setup_217,56209,12,1,2
ByteVector,712,setup_217,56242,13,1,1
ByteVector,712,setup_217,56250,14,1,2
ByteVector,712,setup_217,56288,17,1,2
ByteVector,712,setup_217,56270,15,1,1
ByteVector,712,setup_217,56283,16,1,1
ByteVector,712,setup_217,56290,18,1,1
ByteVector,712,setup_217,56310,19,1,2
CharRange,713,setup_253,56065,1,1,2
CharRange,713,setup_253,56093,2,1,1
CharRange,713,setup_253,56113,3,1,1
CharRange,713,setup_253,56146,4,2,1
CharRange,713,setup_253,56185,5,1,1
CharRange,713,setup_253,56206,6,2,1
CharRange,713,setup_253,56226,7,2,1
CharRange,713,setup_253,56247,8,2,1
CharRange,713,setup_253,56254,9,1,1
CharRange,713,setup_253,56281,10,1,1
CharRange,713,setup_253,56293,11,1,2
CharRange,713,setup_253,56319,13,2,1
CharRange,713,setup_253,56346,15,3,1
CharRange,713,setup_253,56378,17,2,1
CharRange,715,setup_255,56585,17,2,1
CharRange,715,setup_255,56629,20,2,2
CharRange,715,setup_255,56419,1,1,1
CharRange,715,setup_255,56451,2,1,1
CharRange,715,setup_255,56459,3,2,1
CharRange,715,setup_255,56462,4,1,2
CharRange,715,setup_255,56490,8,1,2
CharRange,715,setup_255,56465,5,2,1
CharRange,715,setup_255,56483,6,1,1
CharRange,715,setup_255,56487,7,1,1
CharRange,715,setup_255,56551,13,2,1
CharRange,715,setup_255,56555,14,1,1
CharRange,715,setup_255,56580,16,2,1
CaseInsensitiveString,716,setup_295,56592,7,1,1
CaseInsensitiveString,716,setup_295,56745,15,2,1
CaseInsensitiveString,716,setup_295,56611,8,1,1
CaseInsensitiveString,716,setup_295,56763,16,2,2
CaseInsensitiveString,716,setup_295,56810,18,1,1
CaseInsensitiveString,716,setup_295,56645,9,1,1
CaseInsensitiveString,716,setup_295,56661,10,1,1
CaseInsensitiveString,716,setup_295,56794,17,1,1
CaseInsensitiveString,716,setup_295,56677,11,1,1
CaseInsensitiveString,716,setup_295,56694,12,2,1
CaseInsensitiveString,716,setup_295,56728,14,1,1
CaseInsensitiveString,716,setup_295,56435,1,1,1
CaseInsensitiveString,716,setup_295,56455,2,1,3
CaseInsensitiveString,716,setup_295,56467,3,1,1
CaseInsensitiveString,716,setup_295,56495,4,1,2
CaseInsensitiveString,716,setup_295,56534,5,3,1
CaseInsensitiveString,716,setup_295,56563,6,1,3
CaseInsensitiveString,716,setup_295,56826,19,1,1
CharRange,732,setup_254,58559,1,1,1
CharRange,732,setup_254,58561,2,1,1
CharRange,732,setup_254,58580,3,1,2
CharRange,732,setup_254,58619,8,1,1
CharRange,732,setup_254,58604,5,1,1
CharRange,732,setup_254,58613,6,2,1
CharRange,732,setup_254,58638,9,1,1
CharRange,732,setup_254,58703,14,1,1
CharRange,732,setup_254,58721,16,1,1
CharRange,732,setup_254,58732,19,1,1
Option,734,setup_92,58844,10,3,1
Option,734,setup_92,58766,1,1,1
Option,734,setup_92,58768,2,1,1
Option,734,setup_92,58771,3,1,1
Option,734,setup_92,58851,11,2,1
Option,734,setup_92,58856,12,1,1
Option,734,setup_92,58787,4,1,1
Option,734,setup_92,58862,13,1,1
Option,734,setup_92,58878,14,1,1
Option,734,setup_92,58801,5,1,1
Option,734,setup_92,58804,6,2,1
Option,734,setup_92,58894,15,1,1
Option,734,setup_92,58806,7,1,1
Option,734,setup_92,58812,8,1,1
Option,734,setup_92,58826,9,1,1
Option,734,setup_92,58907,16,1,1
Option,734,setup_92,58923,17,1,1
Option,734,setup_92,58939,18,1,1
Option,734,setup_92,58956,19,2,1
Option,734,setup_92,58974,20,3,1
Complex,754,setup_27,59121,1,1,2
Complex,754,setup_27,59133,2,1,1
Complex,754,setup_27,59158,3,1,4
Complex,754,setup_27,59166,4,2,1
Complex,754,setup_27,59171,5,1,1
Complex,754,setup_27,59212,6,2,2
Complex,754,setup_27,59305,9,1,1
Complex,754,setup_27,59327,10,2,1
Complex,754,setup_27,59350,11,2,4
Complex,754,setup_27,59389,12,3,1
Complex,754,setup_27,59447,13,3,3
Complex,754,setup_27,59556,16,3,2
Complex,754,setup_27,59563,17,2,2
Complex,754,setup_27,59640,19,3,1
Complex,754,setup_27,59665,20,1,1
Complex,755,setup_26,59118,1,1,1
Complex,755,setup_26,59123,2,1,1
Complex,755,setup_26,59135,3,1,1
Complex,755,setup_26,59141,4,1,1
Complex,755,setup_26,59163,5,3,1
Complex,755,setup_26,59255,7,3,2
Complex,755,setup_26,59361,10,1,3
Complex,755,setup_26,59411,11,2,5
Complex,755,setup_26,59559,15,2,1
Complex,755,setup_26,59702,19,2,1
Complex,756,setup_24,59127,1,1,2
Complex,756,setup_24,59137,2,1,1
Complex,756,setup_24,59196,3,2,1
Complex,756,setup_24,59225,4,1,5
Complex,756,setup_24,59268,5,1,2
Complex,756,setup_24,59311,6,2,1
Complex,756,setup_24,59335,7,1,3
Complex,756,setup_24,59364,8,1,1
Complex,756,setup_24,59421,9,3,1
Complex,756,setup_24,59450,10,2,1
Complex,756,setup_24,59492,11,3,2
Complex,756,setup_24,59535,13,1,1
Complex,756,setup_24,59567,14,1,3
Complex,756,setup_24,59595,15,3,1
Complex,756,setup_24,59649,16,2,4
Complex,756,setup_24,59684,17,2,2
Complex,756,setup_24,59721,20,1,1
Complex,757,setup_25,59116,1,1,1
Complex,757,setup_25,59144,2,1,2
Complex,757,setup_25,59175,3,2,1
Complex,757,setup_25,59246,4,2,5
Complex,757,setup_25,59283,5,3,2
Complex,757,setup_25,59301,6,1,2
Complex,757,setup_25,59331,7,2,2
Complex,757,setup_25,59356,8,3,3
Complex,757,setup_25,59383,9,2,1
Complex,757,setup_25,59402,10,3,1
Complex,757,setup_25,59480,12,3,5
Complex,757,setup_25,59625,17,1,3
Complex,757,setup_25,59676,18,2,3
Complex,757,setup_25,59719,20,1,1
SparseIntArray,764,setup_154,59793,1,1,1
SparseIntArray,764,setup_154,59804,3,3,1
SparseIntArray,764,setup_154,59811,5,3,1
SparseIntArray,764,setup_154,59840,11,2,1
IntHashMap,766,setup_190,60341,20,1,1
IntHashMap,766,setup_190,60161,10,2,1
IntHashMap,766,setup_190,60190,13,2,1
IntHashMap,766,setup_190,59883,1,1,1
IntHashMap,766,setup_190,59903,2,1,1
IntHashMap,766,setup_190,60259,16,1,1
IntHashMap,766,setup_190,59975,3,1,1
IntHashMap,766,setup_190,60035,4,1,1
IntHashMap,766,setup_190,60057,5,1,1
IntHashMap,766,setup_190,60066,6,2,1
IntHashMap,766,setup_190,60090,7,2,1
IntHashMap,766,setup_190,60298,18,1,1
IntHashMap,766,setup_190,60132,8,2,2
IntHashMap,766,setup_190,60144,9,2,1
IntHashMap,766,setup_190,60183,12,2,1
IntHashMap,766,setup_190,60225,14,2,1
IntHashMap,766,setup_190,60243,15,1,1
IntHashMap,766,setup_190,60282,17,2,1
IntHashMap,766,setup_190,60328,19,1,1
SparseIntArray,767,setup_155,59922,1,1,1
SparseIntArray,767,setup_155,59941,2,1,1
SparseIntArray,767,setup_155,59964,3,2,1
SparseIntArray,767,setup_155,60012,8,3,1
SparseIntArray,767,setup_155,60137,19,2,1
IntHashMap,768,setup_191,60332,13,1,1
IntHashMap,768,setup_191,60430,20,1,1
IntHashMap,768,setup_191,60262,10,2,1
IntHashMap,768,setup_191,59944,1,1,1
IntHashMap,768,setup_191,60023,2,1,1
IntHashMap,768,setup_191,60109,3,1,1
IntHashMap,768,setup_191,60128,4,1,1
IntHashMap,768,setup_191,60166,5,1,1
IntHashMap,768,setup_191,60203,6,2,1
IntHashMap,768,setup_191,60219,7,1,1
IntHashMap,768,setup_191,60241,9,1,1
IntHashMap,768,setup_191,60314,12,1,1
IntHashMap,768,setup_191,60357,14,1,1
IntHashMap,768,setup_191,60376,15,3,1
IntHashMap,768,setup_191,60394,16,3,1
IntHashMap,768,setup_191,60396,17,1,1
IntHashMap,768,setup_191,60412,18,1,1
IntHashMap,768,setup_191,60414,19,1,1
CharRange,770,setup_262,60435,1,1,1
CharRange,770,setup_262,60445,2,1,5
CharRange,770,setup_262,60457,3,1,1
CharRange,770,setup_262,60459,4,1,1
CharRange,770,setup_262,60474,5,3,1
CharRange,770,setup_262,60527,6,2,4
CharRange,770,setup_262,60536,7,3,1
CaseInsensitiveString,772,setup_298,60729,13,1,1
CaseInsensitiveString,772,setup_298,60768,16,3,1
CaseInsensitiveString,772,setup_298,60784,17,1,1
CaseInsensitiveString,772,setup_298,60786,18,1,1
CaseInsensitiveString,772,setup_298,60789,19,2,1
CaseInsensitiveString,772,setup_298,60795,20,2,1
CaseInsensitiveString,772,setup_298,60483,1,1,1
CaseInsensitiveString,772,setup_298,60497,2,1,1
CaseInsensitiveString,772,setup_298,60521,3,1,1
CaseInsensitiveString,772,setup_298,60532,4,1,1
CaseInsensitiveString,772,setup_298,60557,5,1,1
CaseInsensitiveString,772,setup_298,60649,8,1,1
CaseInsensitiveString,772,setup_298,60604,6,3,1
CaseInsensitiveString,772,setup_298,60642,7,1,1
CaseInsensitiveString,772,setup_298,60699,9,1,1
CaseInsensitiveString,772,setup_298,60746,14,2,1
Rational,774,setup_46,60821,1,1,1
Rational,774,setup_46,60914,2,1,1
Rational,774,setup_46,61052,13,1,1
Rational,775,setup_47,60891,1,1,1
Rational,775,setup_47,61032,2,3,1
Rational,775,setup_47,61089,4,1,1
Rational,775,setup_47,61135,7,3,1
Rational,775,setup_47,61172,10,1,1
CharRange,777,setup_263,60800,1,1,1
CharRange,777,setup_263,60810,2,1,3
CharRange,777,setup_263,60813,3,1,1
CharRange,777,setup_263,60837,4,1,1
CharRange,777,setup_263,60874,5,2,1
CharRange,777,setup_263,61013,12,3,1
CharRange,777,setup_263,61169,19,3,1
Document,778,setup_334,60857,1,1,1
Document,778,setup_334,60933,2,1,1
